uses,floor,name,ceiling,width,height,hip,points,ups
1,2,23,2.65,3.64,2.73,0,4,'002460690102450530202630380212460200'
1,2,123,0.7,0.91,1.365,0,4,'002460610102460450202460230'
1,2,21,1.7,0.91,1.365,0,4,'002460610102460450202460230'
1,2,44,2.45,0.455,0.91,0,4,'002460610102460450202460300'
1,2,27,2.6,1.52,0.91,0,4,'002640300012640050102631190112460450202630160212460200'
1,2,146,1.1,2.925,1.82,0,4,'002460610102460450102460450202460230'
4,1,80,3,10.92,7.88,0,4,'102630760202450130'
4,1,27,2,0.96,0.87,0,4,'202460270'
4,1,27,2,0.97,0.87,0,4,'102460380202460270'
4,1,29,1.45,1.7,1.95,0,4,'102630550'
2,1,159,2.4,6.37,2.73,0,4,'002640070202630160212460200'
2,1,160,2.4,5.46,0.455,0,4,'102631160002640070202630160212460200'
2,1,84,2.75,1.2,3.64,0,4,'002640110102450310112460180112450050112451070'
2,1,29,2.6,3.64,2.44,0,4,'002640360202440080212450140202430010212450130202450130102440260112460430112450050112451070112450330102440170112460430112450050112451070112450330'
2,1,61,2.4,3.64,1.2,0,4,'002640360202630160212460200'
2,1,4,2.5,1.655,2.275,0,4,'102440170112460430112450050112451070112450330002640300012460610202630160212460200'
2,1,27,2.5,1.365,1.065,0,4,'102440170112460430112450050112451070112450330002640300012460610202440140212460200212450050212451070212450150'
2,1,13,2.35,3.64,1.365,0,4,'002460610202460340'
2,1,161,2.5,2.73,3.64,0,4,'002460690202630380212460270'
2,1,8,2.8,1.365,1.82,0,4,'002460690202460300102460300'
2,1,162,2.5,4.55,2.73,0,4,'002460720202630380212460270'
2,1,33,2.5,2.73,3.64,0,4,'002460720202630380212460270'
2,1,162,2.35,3.32,2.73,0,4,'002460700202630380212460270'
2,1,162,2.5,2.73,4.55,0,4,'002460720202630380212460270'
2,1,162,2.4,3.32,4.55,0,4,'002460720202630380212460270202630090'
2,1,31,2.6,2.73,1.82,0,4,'002460720202630380212460270'
2,1,31,2.6,2.73,1.21,0,4,'002460720202630380212460270'
2,1,162,2.5,2.73,3.94,0,4,'002460720202630380212460270'
2,1,28,2.5,0.91,0.91,0,4,'002460720202630090'
2,1,44,1.75,0.455,1.82,0,4,'202460300002460700'
2,2,162,2.5,2.73,2.73,0,4,'002460650202630380212460270'
2,2,28,2.5,1.82,2.73,0,4,'002460720202630380212460270202630010'
2,2,162,2.5,2.73,2.73,0,4,'002460720202630380212460270'
2,2,4,2.55,1.82,1.82,0,4,'002640070102440170112460430112450050112451070112450330202630200212460200'
2,2,27,2.5,0.91,1.365,0,4,'002630990002640070102440170112460430112450050112451070112450330202440140212460200212450050212451070212450150'
2,2,12,2.55,3.35,1.365,0,4,'002630990102460510'
2,2,162,2.5,2.73,2.73,0,4,'002460720202630380212460270202630010'
2,2,48,2.5,1.365,0.455,0,4,'002460700202460300'
2,2,28,2.5,1.53,2.73,0,4,'002460690202630380212460270'
2,2,48,2.6,1.82,0.455,0,4,'002460700202630010'
2,2,162,2.6,2.73,2.73,0,4,'002460700202630380212460270'
2,2,28,2.6,1.53,2.73,0,4,'002460700202630380212460270202630010'
2,2,162,2.5,2.73,2.73,0,4,'002460710202630380212460270'
2,2,28,2.5,2.73,1.82,0,4,'002460710202630380212460270202630010'
2,2,7,2.55,1.2,6.37,0,4,'002630990202630200212460200'
2,2,162,2.65,2.73,4.55,0,4,'002460700202630380212460270202630010'
2,2,28,2.5,2.73,1.82,0,4,'002460710202630380212460270'
2,2,28,2.3,0.91,1.82,0,4,'002640070202630200212460200'
2,2,27,2.25,1.21,0.91,0,4,'002640070102440170112460430112450050112451070112450330202440140212460200212450050212451070212450150202440170212460200212450050212451070212450140'
2,2,4,2.25,2.12,1.365,0,4,'002640070102440170112460430112450050112451070112450330202630200212460200'
2,2,7,2.55,8.19,0.91,0,4,'002630990202630200212460200'
1,1,80,2.4,7.28,3.185,0,4,'002640250102460520102610160112460450102460480202630010'
1,2,21,2.5,0.91,1.82,0,4,'102460520202630090002640070'
1,2,12,2.45,0.91,1.82,0,4,'002640070102460520'
1,1,26,2.8,1.92,1.2,0,4,'102460490102460510202450100102450310'
1,1,26,2.25,1.92,1.92,0,4,'102460490102450310'
1,1,142,1.7,1.028,1.086,0,4,'202450100102280250112280360'
1,1,60,2.65,3.6,3.84,1.2,4,'102631190112460470102460490302610200312450310002640070202450100'
1,1,26,2.8,1.92,1.2,0,4,'202450100102630760102460510102450310102460490'
1,1,64,1.75,0.455,1.92,0,4,'002460710102460510202460340102631190112630760'
1,1,81,2.8,7.68,1.2,1.2,4,'102460490302610200312450310202450100102630760'
1,1,54,1.1,0.242,0.456,0,4,'002460600202460190102630760102460410'
1,1,64,2.25,0.65,1.935,0,4,'002460710102460510202460300102631190112630760'
1,1,126,1.9,1.847,1.107,0,4,'002640070102460550102631190112460470202630010102631190112630760'
1,2,26,2.9,6,3.84,0,4,'202460190102630760'
1,1,23,2.4,3.185,2.73,0,4,'002460700102460510202630380212460270'
1,1,8,2.35,1.1,1.82,0,4,'002640070102460510202450130202630110'
1,1,44,0.6,0.455,1.1,0,4,'002460650102460410'
1,1,110,2.2,0.75,1.1,0,4,'002640070102630800202630090'
1,1,27,2.2,1.07,1.1,0,4,'002640070102630800202630110302440170312460430312450050312451070312450330'
1,1,32,2.2,3.64,3.64,0,4,'002460690102460510202630380212460270'
1,1,30,2.4,3.64,1.82,0,4,'002640070102460510102630860102631160202630090'
1,1,29,2.5,1.82,1.82,0,4,'002640110102630860302440180312450330302450370202440140212460200212450050212451070212450150'
1,1,61,2.5,1.82,1.82,0,4,'002640110102630860102460510202630180'
1,1,48,2.1,1.82,0.91,0,4,'002460720102460410202460290'
1,1,31,2.25,1.82,1.82,0,4,'002640070102460510202460190'
1,1,26,2.1,2.73,5.46,0,4,'102460410112450480112450490112450500112450510202450130'
1,1,163,2.4,0.455,2.73,0,4,'002460700102460510'
1,1,8,2.6,2.73,1.21,0,4,'002460710202450130'
1,1,23,2.9,2.73,3.64,0,4,'002460710202630380212460270'
1,1,64,2.9,0.455,1.82,0,4,'002460710202460300'
1,1,7,2.85,3.64,1.3,0,4,'002460710202460340'
1,1,31,3.5,4,4.94,0,4,'002460710202460300202450130102450310112460180112450050112451070102460300202630160212460200'
1,1,90,3,3.09,3.64,0,4,'102631190002460710202630380212460270'
1,1,64,3,1.27,0.91,0,4,'002460710202460300'
1,1,30,3,2.73,3.64,0,4,'002460710202460300202450130102450310112460180112450050112451070'
1,1,164,2.85,2.73,1.67,0,4,'102630550102460300102280380102280440202450130'
1,1,165,3,1.82,2.73,0,4,'002460710202460300202630200'
1,1,29,2.8,1.82,1.97,1.1,4,'002460710302440270312460430312450050312451070312450330202440140212460200212450050212451070212450150'
1,1,81,2.1,1.82,0.91,0,4,'102631190112460470002640070202630180212460200'
1,1,27,2.25,1.82,1.06,0,4,'002640070102631190112460470202630160212460200'
1,1,90,2.75,2.73,3.64,0,4,'002460710202630380212460270'
1,1,44,2.5,0.91,0.91,0,4,'002460710202460300'
1,1,90,2.75,3.64,3.64,0,4,'002460710202630380212460270'
1,1,64,2.75,1.82,0.91,0,4,'002460710202460300'
1,2,12,2.45,0.91,0.91,0,4,'002460710'
1,2,12,2.6,0.91,1.82,0,4,'002460710'
1,2,7,3.05,0.91,3.64,0,4,'002460710202460340'
1,2,90,3,2.73,3.64,0,4,'002460710202630380212460270'
1,2,44,2.5,0.91,0.91,0,4,'002460710202460300'
1,2,90,3,3.64,3.64,0,4,'002460710202630380212460270'
1,2,64,3,1.82,0.91,0,4,'002460710202460300'
2,1,32,2.4,3.64,3.64,0,4,'102631190112630760202630010002460690'
2,1,27,2.4,1.365,0.91,0,4,'102631190112630760002640070202630160212460200'
2,1,32,2.4,3.64,3.64,0,4,'102631190112630760002460690202630380212460270'
2,2,32,2.4,3.64,3.64,0,4,'102631190112630760002460690202630380212460270'
2,2,27,2.4,1.365,0.91,0,4,'002640070102631190112630760202630160212460200'
1,1,8,2.5,1.82,1.365,0,4,'99024505309912450120002640070102450530112450120102440170112450330202460300202440010212450140'
1,1,23,2.45,2.73,3.64,0,4,'002460690102450530112450120202630380212460190202630020'
1,1,32,2.45,3.64,2.73,0,4,'002460690102450530112450120202630380212460190'
1,1,33,2.45,3.64,2.73,0,4,'002460690102450530112450120202630380212460190'
1,1,19,2.4,3.64,2.73,0,4,'002640300102631190012640050112630760202630020'
1,1,21,2,0.455,0.455,0,4,'002460600102460450202460190'
1,1,27,2.35,1.3,1.365,0,4,'002640300102631190012640050112630760202630160212460230'
1,1,4,2.4,1.43,1.82,0,4,'002640300102631190012640050112630760202630020'
1,1,166,1.8,0.455,1.82,0,4,'002460700102450530112450120202630020102460450'
1,1,167,1.8,0.455,1.82,0,4,'002640300102631190012640050112630760202630020'
1,1,83,2.45,6.37,0.91,0,4,'102450530112450120002460700202630020'
1,1,30,2.4,2.73,3.64,0,4,'9902631190991263076000264030001264005099024401709912450330102631190112630760102440200112450330202630020202450130'
1,1,139,2.65,6.97,4.75,0,4,'002640300012640050102460510102450300102630800202170050'
1,1,87,2.32,0.95,0.95,0,4,'002460610002460630102460470202460200'
1,1,12,2.95,1.9,0.95,0,4,'102630800'
1,2,140,2.43,2.73,3.64,0,4,'002460690102450570112450120202630380212460270'
1,2,7,2.43,1.82,1.11,0,4,'002640070102450570112450120202630090'
1,2,12,3,0.91,1.82,0,4,'102450570112450120'
1,2,2,2.1,0.91,1.82,0,4,'002460710102450310112450050112451070112460180102460470202460200'
1,2,32,2.78,3.64,3.64,0,4,'002460710202630380212460270'
1,2,12,2.43,2.73,1.11,0,4,'002640070102450570112450120'
1,3,140,2.43,2.73,3.64,0,4,'002460690102450570112450120102460380202630380212460270'
1,3,44,2.2,0.91,1.11,0,4,'002460630202460300'
1,3,7,2.43,0.91,0.91,0,4,'002640070102450570112450120202630090'
1,3,12,2.43,0.91,2.73,0,4,'002640070102450570112450120'
1,3,146,1.15,2.73,1.11,0,4,'002460600102460450102630770202460230'
1,1,32,2.32,1.9,1.9,0,4,'002460610102460470202630380212460270'
1,1,87,2.32,0.95,0.95,0,4,'002460610002460630102460470102450560112450120202460200'
1,2,12,3,0.91,1.82,0,4,'102630800'
1,2,2,2.1,0.91,1.82,0,4,'002460710102450310112450120102460470202460200'
1,2,32,2.78,3.64,3.64,0,4,'002460710102450570112450120202630380212460270'
1,3,44,2.2,0.91,1.11,0,4,'002460630102450570112450120202460300'
1,3,7,2.43,0.91,0.91,0,4,'002640070102630800202630090'
1,3,12,2.43,0.91,2.73,0,4,'002640070102630800'
1,3,146,1.15,2.73,1.11,0,4,'002460600102460450102630760202460230'
1,1,139,2.65,6.97,4.75,0,4,'002640300012640050102460510102450300202170050'
1,3,146,1.15,2.73,1.11,0,4,'002460600102460450202460230'
1,1,8,2.68,1.82,0.91,0.23,4,'002640300012640050102631190112630760302440010312450330202440010212450140'
1,1,7,2.45,5.46,0.91,0,4,'002640300012640050102631190112630760202630010'
1,1,22,2.45,3.64,6.37,0,4,'002640300012640050102631190112630760102631160112630760202630010'
1,1,127,1.8,1.82,0.91,0,4,'002640300012640050102631190112630760202460300'
1,1,2,0.7,1.82,0.91,0,4,'002460620102460490202460260'
1,1,168,2.4,1.82,1.82,0,4,'002640300012640050102631190112630760202630200212460200'
1,1,27,2.36,0.91,1.82,0,4,'002640300012640050102631190112630760202630200212460200'
1,1,12,2.4,0.91,1.82,0,4,'002640300012640050102631190112630760'
1,2,12,2.45,1.82,1.365,0,4,'002640200102631190112630760202630010'
1,2,32,2.5,2.73,3.64,0,4,'002460690102631190112630760202630010'
1,2,19,2.45,3.64,2.73,0,4,'002640200102631190112630760202630010'
1,1,59,2.1,1.82,0.91,0,4,'102460520202630010002460710'
1,1,12,2.4,0.91,0.91,0,4,'002460710102460520'
1,1,83,2.1,0.91,3.64,0,4,'002640300012640050102460520202460340'
1,1,23,2.3,2.73,3.64,0,4,'002640300012640050102460520202630380212460270'
1,1,33,2.35,3.64,2.73,0,4,'002640070102630800202630380212460270'
1,1,32,2.3,2.73,1.82,0,4,'002640300012640050102460520202630380212460270'
1,1,31,2.35,2.73,3.64,0,4,'002460710102460520202460200'
1,1,27,2,1.52,0.91,0,4,'002640070102460520202630010'
1,1,59,2.4,1.52,1.82,0,4,'102460520202630010'
1,1,61,2.15,1.82,0.91,0,4,'002640300012640050102631190112630760202630010'
1,1,21,2.2,0.91,0.91,0,4,'002460600102460520202630180212460200'
1,2,32,2.33,3.64,2.73,0,4,'002460690102450570112450120102460520202630380212460270'
1,2,2,2.4,1.82,0.91,0,4,'002460600102460450202460230'
1,2,32,2.33,2.73,2.73,0,4,'002460690102450570112450120102460520202630380212460270'
1,2,44,1.75,0.65,1.65,0,4,'002460600102460520202460200'
1,2,21,1.8,0.65,0.91,0,4,'002460600102460450202460230'
1,2,21,0.97,0.65,0.91,0,4,'002460600102460450202460230'
1,2,21,0.94,0.91,0.91,0,4,'002460600102460450202460230'
1,2,12,2.4,1.21,0.91,0,4,'002460710102450570112450120'
1,1,30,1.9,0.91,3.64,0,4,'102631190112630760002640300012640050202630010'
1,1,169,2.2,0.91,0.91,0,4,'002640200102460520202630180212460200'
1,1,100,2,0.91,1.82,0,4,'002640200102460520202630180212460200'
1,1,170,2.25,0.91,1.82,0,4,'002640200102460520202630180212460200'
1,2,64,2.33,1.82,0.3,0,4,'002460660102450570112450120202460340'
1,2,72,1.35,2.73,0.35,0,4,'002460660102460380202460300'
1,2,72,1.35,0.35,1.82,0,4,'002460660102460380202460300'
1,2,72,1.35,1.82,0.35,0,4,'002460660102460380202460300'
1,1,64,1.75,1.82,0.3,0,4,'002460710102460470202460200'
1,2,21,0.9,0.65,0.91,0,4,'002460600102460450202460230'
1,1,90,2.2,2.73,2.73,0,4,'002460710202630380212460270'
1,1,29,2.3,1.82,1.16,0,4,'102440170112450330112280210002460710202440140212450150'
1,1,30,2.1,2.73,1.82,0,4,'002460710202460300'
1,1,8,2.6,2.73,0.91,0,4,'002460710102460300'
1,1,23,2.2,2.73,2.73,0,4,'002460710202630380212460270'
1,1,90,2.2,3.64,2.73,0,4,'002460710202630380212460270'
1,1,49,2.2,6.37,0.91,0,4,'002460710202460300'
1,1,7,2.1,1.82,0.66,0,4,'002460710202460300'
1,1,27,2.1,0.91,0.91,0,4,'002460710202460300'
1,1,8,2.8,1.82,1.82,0,4,'002460690102450530112450120102440010112460430112450050112451070202440010212450140'
1,1,27,2.6,1.365,2.73,0,4,'002640070102450570112450120102440180112460430112450050112451070112450330202440150212460200212450050212451070212450150'
1,1,13,1.75,1.82,0.91,0,4,'002460600102460450202460230'
4,1,171,2.1,2.73,4.55,0,4,'102460450202630010'
4,2,171,1.5,2.73,4.55,0,4,'102460450202460230'
4,1,80,2.1,2.73,1.91,0,4,'102460450'
4,1,80,2.1,2.73,4.55,0,4,'102460450202630010'
4,2,80,1.5,2.73,1.91,0,4,'102460450202460230'
4,2,80,1.5,2.73,4.55,0,4,'102460450202460230'
4,1,26,2.45,2.12,1.82,0,4,'102460400'
1,1,30,2.45,3.64,2.73,0,4,'002640300102631190202630020012640050112630760102440170112460430112450050112451070112450330'
1,1,23,2.65,4.55,3.64,0,4,'002460690102450530112450120202630380212460200'
1,1,27,2.4,1.54,1.82,0,4,'002640300012640050102631190202630020112630760'
1,1,61,2.4,2.1,1.82,0,4,'002640360102631190202630020112630760'
1,1,32,2.7,3.64,3.64,0,4,'002460690102450530112450120202630380212460200'
1,1,46,2.7,4.55,1.82,0,4,'002460700102450530112450120202630020'
1,1,7,2.7,0.91,3.64,0,4,'002460700102450530112450120202630020'
1,1,83,2.7,8.19,0.91,0,4,'002460700102450530112450120202630020'
1,2,12,2.5,1.82,0.91,0,4,'002460700102450530112450120'
1,2,32,2.5,3.64,3.64,0,4,'002460690102450530112450120202630380212460200'
1,2,44,2.4,0.91,1.82,0,4,'002460700102450530112450120202460340'
1,1,21,0.8,0.91,0.91,0,4,'202460300002460690102450530112450120'
1,1,32,2.7,3.64,3.64,0,4,'002460700102450530112450120202630380212460200'
1,1,21,1.2,0.91,0.91,0,4,'002460650102460510202460190'
1,1,8,3.2,1.52,1.82,0,4,'99024505309912450120102450530112450120102440200112450330202440030212450140202460340'
1,1,12,2.7,1.82,0.91,0,4,'102450530112450120002460700'
1,1,21,1.05,0.91,0.91,0,4,'102460510202460190'
1,2,27,2.45,1.52,0.91,0,4,'002640300012640050102631190112630760202630020'
1,1,86,0.65,0.91,1.82,0,4,'002460700102450530112450120202460300'
1,1,30,2.5,2.73,2.275,0,4,'002640070102630800102631160112630760202630180212460200'
1,1,58,2.6,3.64,2.73,0,4,'002640070002460660102460520202630160212460200'
1,1,7,2.5,4.55,0.91,0,4,'002640070102460520202630010'
1,1,28,1.9,0.91,0.91,0,4,'002640070102460520202630010'
1,1,23,2.6,3.64,3.64,0,4,'002460690002460770202630380212460270102450530112450120'
1,1,21,0.5,0.455,0.91,0,4,'002460600202460230102460450'
1,1,122,1.2,0.455,2.73,0,4,'002460690202460340102450530112450120'
1,1,32,2.6,3.64,3.64,0,4,'002460690202630380212460270102450530112450120'
1,1,21,1.8,0.91,0.455,0,4,'002460600202460230102460450'
1,1,21,2.35,0.91,0.91,0,4,'002460600202460230102460450'
1,1,32,2.7,3.64,3.64,0,4,'002460690202630380212460270102450530112450120'
1,1,48,2.7,0.91,0.91,0,4,'002460690202460340102450530112450120'
1,1,124,1.8,2.275,0.91,0,4,'202460230002460600102460450'
1,1,122,1.3,0.455,2.73,0,4,'002460690202460280102450530112450120'
1,1,27,2.25,1.82,1.365,1,4,'002640350102460510302440180312460430312450050312451070312450330202440140212450150'
1,1,29,2.65,1.82,1.82,0,4,'002450970102440180112460430112450050112451070112450330102440180112450330202440060212450140'
1,1,4,1.9,1.365,0.91,0,4,'002640070102460520202630160212460200'
1,1,14,2.5,1.82,1.82,0,4,'002640070102460520102610210112630780102450310202450130202630180212460200'
1,1,21,1.6,0.91,0.91,0,4,'002460600202460230102460450'
1,2,12,1.9,2.275,0.91,0,4,'002640070102460520'
1,2,33,2.68,3.64,4.55,0,4,'002640070102460520202630090'
1,2,7,2.45,0.91,0.91,0,4,'002640070102460520202630010'
1,2,124,2.4,1.82,0.91,0,4,'202460230102460450002460600'
1,2,19,2.66,2.73,3.64,0,4,'002640070102460520202630090'
1,1,30,2.5,1.665,2.73,1.15,4,'002640070102630800302631160312630760202630090002460660'
1,1,12,2.4,1.82,0.91,0,4,'002640070102460520'
1,1,24,1.75,0.455,0.91,0,4,'002460600202460230102460450'
1,1,21,0.5,0.91,0.91,0,4,'002460600102460450202460230'
1,1,123,0.5,0.455,2.73,0,4,'002460600202460230102460450'
1,1,123,0.5,0.455,2.73,0,4,'202460230002460600102460450'
1,1,73,2.4,0.455,2.73,0,4,'202460230002460600102460450'
1,1,21,2.3,1.365,0.91,0,4,'002460600202460230102460450'
1,2,2,1.8,2.275,0.91,0,4,'002640070102460520202460270'
1,2,79,1.25,7.28,1.82,0,4,'102630720202420150'
1,1,120,2.1,1.82,0.6,0,4,'99024509909912450300002640180102450990112450300112460180112450050112451070102450990112450300102450300202450130'
1,1,27,2.2,1.06,1.21,1.2,4,'002640180102630950302440170312450330202440150212450140312280250302440170312450330'
1,2,32,2.1,3.64,3.64,0,4,'002460770102631190112630760202630380212460270'
1,2,32,2.1,3.64,2.73,0,4,'002460770102631190112630760202630380212460270'
1,2,48,2,0.91,1.82,0,4,'002460700102631190112630760202460300'
1,2,32,2,3.64,2.73,0,4,'002460650102460510202630380212460270'
1,2,12,2.1,2.73,0.91,0,4,'002640070102460510'
1,1,59,2.1,1.21,2.275,0,4,'002640180102460510202450130'
1,1,12,2.1,1.82,0.91,0,4,'102460510'
1,1,81,2.1,0.96,3.84,0,4,'002460600102460450'
1,1,90,2.4,2.88,3.84,0,4,'102460380202630320212460270002460710'
1,1,90,1.5,1.92,2.88,0,4,'102460520202630320212460270002460690'
1,1,59,2.1,0.96,3.84,0,4,'102460520002460650202460340'
1,1,30,2.1,1.92,2.88,0,4,'102460380202460340'
1,1,29,2.1,2.88,1.92,0,4,'102460380002460710'
1,1,81,2.2,0.96,5.76,0,4,'102460380'
1,1,174,1.95,3.84,1.92,0,4,'102460380202630320212460270'
1,1,12,2.1,0.96,0.96,0,4,'102460450202460340'
1,1,12,2.1,0.96,0.96,0,4,'102460380202460340'
1,2,90,1.59,3.84,3.84,0,4,'102460490102460380202630320212460270'
1,2,90,1.59,3.84,3.84,0,4,'202630320212460270002460630'
1,1,173,2.4,3.84,3.84,0,4,'102460450'
1,3,26,1.9,0.91,1.82,0,4,'002460650102460510202630160212460200'
1,2,8,2.65,1.82,2.575,0,4,'002640300012640050102631190112630760102460550202630010202440010212460200212450050212451070212450140102450310112460180112450050112451070'
1,2,26,2.45,1.82,1.52,0,4,'002460620102631190112630760102460490202630010'
1,2,175,0.65,1.82,0.455,0,4,'002640300012640050102631190112630760202460200'
1,3,176,0.6,0.91,0.91,0,4,'002460610102460470202460200'
1,3,12,2.4,0.91,3.185,0,4,'102460510002640070'
1,3,64,2.2,0.91,3.185,0,4,'002460690102631190112630760202630010'
1,3,83,2.4,3.64,1.365,0,4,'002640070102460510202630010'
1,3,90,2.4,3.64,3.64,0,4,'002460690102631190112630760202630380212460200'
1,3,177,2.4,3.64,3.185,0,4,'002640300012640050102631190112630760202630010'
1,3,90,2.4,2.73,3.64,0,4,'002460690102631190112630760202630380212460200'
1,3,177,2.4,4.55,3.64,0,4,'002640300012640050102631190112630760202630010'
1,2,120,2.6,1.215,2.6,0,4,'102440240112460180112450050112451070112450320002640180202450130102630680'
1,2,178,2.5,0.455,1.82,0,4,'002460690102450530112450120002460610102460470202460200'
1,2,178,2.5,0.455,1.82,0,4,'002460690102450530112450120202460200102460470002460610'
1,2,115,2.45,0.91,1.82,0,4,'102460510'
1,2,115,2.45,0.91,1.82,0,4,'002460650102460510'
1,2,64,2.5,0.455,1.82,0,4,'002460690102450530112450120202460300'
1,2,134,1.85,1.82,1.365,0,4,'002460690102631190112630760202630010'
1,2,83,1.8,1.82,0.3,0,4,'002460690102450530112450120202460300'
1,2,61,2.45,1.82,1.82,0,4,'002640300012640050102631190112630760202630200212460200'
1,2,11,2.35,0.91,0.91,0,4,'002640300012640050102631190112630760102440170112460430112450050112451070112450330202630010'
1,2,11,2.35,1.82,0.91,0,4,'002640300012640050102440170112460430112450050112451070112450330102631190112630760202630010'
1,2,136,2.5,3.64,3.64,0,4,'002460690102450530112450120202630380212460200'
1,2,180,2.5,3.64,3.64,0,4,'002460690102450530112450120202630380212460200'
1,2,83,1.8,3.64,0.3,0,4,'002460690102450530112450120202460300'
1,2,135,2.5,3.64,3.64,0,4,'002460690102450530112450120202630380212460200'
1,2,56,2.6,1.82,5.46,0,4,'102630680202420140212420260102420140112420260002610210012640110'
1,2,31,3.5,2.73,3.64,0,4,'002640300012640050012640370002640050012640370102631190112630760112640370102630760112640370202630010202460200002640300012640050'
1,1,49,2.6,7.28,1.82,0,4,'002640200012640370102450530112450120112640370102631190112630760112640370202630010'
1,1,49,2.6,0.91,4.55,0,4,'002640200012640370102450530112450120112640370202630010'
1,2,56,2.45,5.46,0.91,0,4,'202420120212420260212450050212451070212460200002640180'
4,2,80,2.7,8.19,4.55,0,4,'202460190102460450'
1,1,32,2.8,3.84,3.84,0,4,'002460720202630320212460270'
1,1,116,2.8,1.92,0.96,0,4,'002460720102450310102460380202460300'
1,1,83,2.4,0.96,3.84,0,4,'002460720202460300'
1,1,83,2.4,8.64,0.96,0,4,'102460380202460300'
1,1,8,2.4,2.88,1.92,0,4,'102460510202460300002460650'
1,1,30,2.4,2.88,2.88,0,4,'002460720202460300'
1,1,21,2.7,0.48,0.96,0,4,'202460260'
1,1,31,2.5,1.92,2.88,0,4,'202460300'
1,1,44,3.7,2.4,2.1,0,4,'102280240102280360102450310'
1,1,44,3.7,2.88,2.1,0,4,'102280240102280360102450310102460410'
1,1,44,3.7,2.88,2.1,0,4,'102280360102450310'
1,1,32,2.4,1.92,3.84,0,4,'002460650202630320212460270'
1,1,32,2.4,0.96,3.84,0,4,'002460650202630320212460270'
1,1,165,2,2.42,0.91,0,4,'002460650102450310112460180112450050112451070'
1,1,129,2,2.42,1.21,0,4,'002460650102450310112460180112450050112451070'
1,1,29,2.2,1.51,1.82,1,4,'002640350302440170312460430312450050312451070312450330202440140212450150102450310112460180112450050112451070202440010212450140'
1,1,27,1.9,0.91,0.455,0,4,'102450310112460180112450050112451070'
1,1,27,1.9,0.91,1.065,0,4,'002460650102450310112460180112450050112451070'
1,1,110,1.9,0.91,0.3,0,4,'002460650102450310112460180112450050112451070'
1,2,12,2.55,0.91,3.64,0,4,'002460710202630010'
1,1,33,2.55,2.73,3.64,0,4,'002460720202630380212460200'
1,1,28,2.6,2.73,0.91,0,4,'002460720202630010'
1,1,7,2.6,3.64,0.91,0,4,'002460720202460340'
1,1,4,2.6,1.82,0.91,0,4,'002460720202460340'
1,1,27,2.6,0.91,0.91,0,4,'002460720200000005'
1,1,48,2.6,1.82,0.91,0,4,'002460700202460300'
1,1,32,2.6,2.73,2.73,0,4,'002460700202630380212460200'
1,1,7,2.4,7.28,1.365,0,4,'002640130102460510202630090'
1,2,21,1.75,0.455,0.91,0,4,'202630010002640300012640090102631190112630820'
4,1,80,2.4,1.82,3.34,0,4,'100000001202450100'
4,2,26,2.3,3.64,4.55,0,4,'002460720102460410202630160212460200202630380212460270'
1,1,8,2.65,1.82,0.91,0.25,4,'002640070102631190112460470102450310112460180112450050112451070202450130'
1,1,90,2.4,3.64,2.73,0,4,'002460690102631000202630380212460270'
1,1,27,2.4,1.365,0.91,0,4,'002640070102631190112460470202630180212460200'
1,1,8,2.65,1.82,0.91,0.25,4,'002640070102631190112460470302450310312460180312450050312451070202450130'
1,1,115,2.4,0.91,1.82,0,4,'102631190112460470'
1,1,27,2.4,0.91,1.365,0,4,'002640070102631190112460470202630180212460200'
1,2,115,2.4,0.91,1.82,0,4,'002640070102631190112460470'
1,2,90,2.4,2.73,3.64,0,4,'002460690102631000202630380212460270'
1,2,90,2.4,3.64,2.73,0,4,'002460690102631000202630380212460270'
1,1,8,2.65,0.91,1.82,0,4,'002640070102460510102440180112450330202440070212450140'
1,1,27,2.4,0.91,1.365,0,4,'002640300012640050102460510302631190312630760202630160212460200'
1,1,30,2.4,4.55,2.73,0,4,'002640070202630160212460200202450130102631160112630760102450310102631190112630760'
1,1,7,2.4,1.82,1.365,0,4,'002640110202630010102631190112630760'
1,1,29,2.5,1.82,1.365,0,4,'002610200012450580012450040012451060102610200112450310112460180112450050112451070302440180312460430312450050312451070312450330202440150212450150'
1,1,49,2.4,5.46,1.21,0,4,'002640070102460510202630010'
1,1,33,2.5,3.64,4.85,0,4,'202630440212460200202630010102631190112630760002640200'
1,1,39,2.4,1.82,1.82,0,4,'002640110202630010102631190112630760'
3,1,184,2.4,4.55,3.94,0.6,6,'302631200312630760202630010002460710002640300012640050102631190112630760102450560112450480112450490112450500112450510102450560112450480112450490112450510'
3,1,123,0.5,2.73,0.61,0,4,'002460710202460300102450560112450480112450490112450500112450510102450560112450480112450490112450510'
3,1,185,2.8,1.82,2.73,0,4,'202450130002640160102630910102631160102450560112450480112450490112450510'
3,1,59,2.2,0.91,7.59,0.9,4,'102631190112630760202630160212450160302631200312630760002640300012640050'
3,1,59,1.95,0.91,1.82,0.6,4,'102631190112630760302631200312630760002640300012640050202630010'
3,1,27,1.95,0.91,1.51,0,4,'002640300012640050102631190112630760202630160212460200'
3,1,53,2.1,0.91,1.82,0.9,4,'002640110102630860202460300302450930312450280312460180312450050312451070'
3,1,27,2.05,0.91,1.365,0.9,4,'302440170312460430312450050312451070312450330102631190112630760002640300012640050202630160212450160'
